@RELATION svm1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {laugh,no-laugh}

@DATA
0.183899,0.004789,3.123825,0.267636,0.231261,1.403338,0.005980,0.288294,-29.457714,0.157736,-0.792834,0.016541,-0.105063,0.344849,-0.233688,-0.039178,-0.084155,-0.196429,-0.012309,0.150461,0.066452,0.008807,0.005180,0.010070,0.007986,0.010066,0.010448,0.016484,0.005356,0.009167,0.011274,0.007351,0.004216,0.011494,0.110414,0.006826,0.230774,0.094497,0.033416,0.596844,0.005038,0.170773,2.556349,0.818611,0.543681,0.574613,0.363761,0.356088,0.310615,0.284192,0.317130,0.279511,0.293098,0.279992,0.251734,0.010949,0.006381,0.009962,0.010243,0.015416,0.016753,0.021068,0.008125,0.014110,0.014319,0.006879,0.004127,0.009272,no-laugh
0.097624,0.004428,2.906979,0.151177,0.153082,0.854648,0.009166,0.156287,-28.734383,1.461850,-0.270930,-0.391387,-0.333118,0.025229,-0.071091,0.090094,-0.053455,-0.004805,-0.109382,0.035151,-0.081145,0.011874,0.007970,0.020342,0.015567,0.012938,0.012948,0.013588,0.005940,0.010052,0.017253,0.017290,0.010281,0.015487,0.058964,0.007280,0.437472,0.044388,0.024351,0.554285,0.005744,0.106176,2.991430,0.700531,0.885680,0.529201,0.504561,0.383055,0.337545,0.305911,0.281780,0.236922,0.267097,0.266445,0.239191,0.013604,0.010753,0.020585,0.017482,0.013447,0.017330,0.014587,0.009805,0.013745,0.020876,0.015686,0.013262,0.008359,no-laugh
0.122283,0.008538,2.936285,0.198485,0.199029,0.827361,0.012912,0.184012,-27.133931,2.068070,-0.017731,-0.094389,-0.310687,0.211742,-0.088686,0.010082,-0.108255,-0.062985,-0.149393,0.017846,-0.028725,0.014815,0.006031,0.028691,0.021348,0.027892,0.014235,0.017415,0.002807,0.008014,0.015026,0.015262,0.005853,0.020401,0.123301,0.011189,0.409026,0.113945,0.038310,0.865467,0.009736,0.212667,2.451359,1.138137,0.903309,0.403797,0.496235,0.360651,0.308498,0.252327,0.281138,0.257810,0.246581,0.226911,0.225358,0.020810,0.007969,0.033672,0.032722,0.032478,0.020165,0.019065,0.004335,0.009469,0.017814,0.019131,0.009503,0.013842,no-laugh
0.075241,0.005541,2.880201,0.150832,0.175312,0.591464,0.010862,0.122269,-28.991566,2.248892,0.304458,-0.248584,-0.259278,0.187495,-0.054903,-0.041395,-0.000825,0.238176,-0.043050,-0.014340,-0.041275,0.022191,0.007740,0.036212,0.012301,0.022270,0.012592,0.023066,0.004631,0.013360,0.015114,0.028210,0.009246,0.020680,0.060828,0.008332,0.441855,0.078418,0.047147,0.544467,0.006690,0.129406,3.293814,0.666675,0.864940,0.485071,0.552807,0.349806,0.379005,0.259191,0.277721,0.257464,0.233459,0.216424,0.220168,0.024806,0.011626,0.028318,0.013609,0.023675,0.014431,0.019776,0.008131,0.017974,0.014833,0.024234,0.011921,0.009422,no-laugh
0.085341,0.012808,2.899031,0.163260,0.177874,0.725124,0.017820,0.136906,-28.049129,1.237238,-0.576084,-0.478575,-0.378734,-0.181092,-0.317629,-0.397902,-0.084065,0.002736,0.250461,0.150884,0.049902,0.009936,0.006496,0.011108,0.008837,0.010799,0.020947,0.030437,0.010125,0.020537,0.013192,0.015729,0.008292,0.024391,0.078696,0.020836,0.461507,0.069979,0.034202,0.621409,0.012339,0.128752,3.170533,0.933396,0.960777,0.532285,0.410968,0.420104,0.377473,0.489049,0.400885,0.374608,0.395485,0.346733,0.302891,0.017716,0.009967,0.016479,0.017907,0.018172,0.034573,0.041589,0.017106,0.027527,0.018504,0.022650,0.014653,0.015818,no-laugh
0.088977,0.027823,3.022880,0.165110,0.174635,0.645082,0.019197,0.138875,-25.742984,2.073451,0.102585,-0.330062,-0.139019,-0.009923,-0.202969,-0.065055,-0.211933,-0.228093,-0.302600,-0.257167,-0.312694,0.030991,0.007845,0.038552,0.025881,0.016493,0.013316,0.010419,0.004776,0.005629,0.011292,0.019923,0.007500,0.027067,0.087279,0.023787,0.349555,0.082384,0.030211,0.726029,0.015783,0.150325,2.282081,1.349402,1.087410,0.488010,0.441732,0.344434,0.310699,0.333609,0.295489,0.264462,0.355675,0.323870,0.337829,0.041770,0.012956,0.044455,0.038586,0.027514,0.023862,0.016098,0.010271,0.010548,0.019442,0.026972,0.013188,0.018790,no-laugh
0.109143,0.008102,2.969256,0.180800,0.182300,0.929079,0.008677,0.176250,-26.961713,1.629781,0.114844,0.121265,0.030462,0.050187,-0.197479,-0.142892,-0.094075,0.064631,-0.057412,0.131501,0.059371,0.009346,0.004321,0.019933,0.013998,0.023541,0.023950,0.029046,0.004888,0.012471,0.011665,0.018617,0.005820,0.018102,0.075599,0.008440,0.346117,0.075099,0.037871,0.693454,0.007191,0.135597,2.492947,0.952944,0.760991,0.406404,0.394663,0.308284,0.325058,0.242018,0.270475,0.209751,0.204409,0.176912,0.209912,0.009953,0.004941,0.021227,0.017126,0.022768,0.028204,0.026522,0.006984,0.013753,0.011074,0.016370,0.006248,0.011000,no-laugh
0.065416,0.005640,2.935087,0.136456,0.177605,0.469719,0.013659,0.096400,-28.639908,2.013813,-0.464531,-0.087031,-0.199453,0.092611,-0.103050,-0.040335,-0.013501,0.049577,-0.135927,-0.063717,-0.220256,0.019598,0.009955,0.020851,0.014470,0.018706,0.011621,0.018939,0.004515,0.008342,0.027474,0.023304,0.008689,0.020144,0.045938,0.009848,0.426283,0.056710,0.040960,0.477683,0.008588,0.093488,2.982075,0.892590,0.879034,0.556103,0.521152,0.316667,0.314184,0.294122,0.291448,0.282194,0.256866,0.264351,0.250314,0.023816,0.013805,0.020881,0.019471,0.022441,0.017004,0.019335,0.005811,0.010098,0.025662,0.021492,0.011919,0.010554,no-laugh
0.083746,0.011112,2.888863,0.165939,0.198086,0.582642,0.012245,0.127469,-27.950425,2.537924,0.452654,0.074412,-0.232044,0.017968,-0.081661,-0.051749,-0.138080,-0.005474,-0.017919,0.099685,0.000267,0.018980,0.003240,0.033214,0.018437,0.032729,0.019880,0.023763,0.003410,0.014993,0.016444,0.028032,0.005190,0.023558,0.094785,0.011475,0.451097,0.098798,0.044950,0.686980,0.008093,0.179072,2.692308,0.819099,0.742551,0.431424,0.387736,0.356807,0.350612,0.278337,0.270318,0.212142,0.220224,0.214284,0.201907,0.019951,0.004729,0.029032,0.018578,0.032255,0.021588,0.024795,0.005719,0.017834,0.017883,0.027648,0.008514,0.011910,no-laugh
0.083177,0.008764,2.861215,0.142289,0.152943,0.736883,0.010278,0.137013,-27.942672,1.567442,-0.456548,-0.392617,-0.386351,0.092277,-0.041372,0.114924,-0.045682,-0.026697,-0.179873,-0.070552,-0.136625,0.013017,0.010100,0.022633,0.014477,0.014909,0.011187,0.011931,0.004759,0.009246,0.013687,0.022496,0.011209,0.015345,0.047487,0.015226,0.426849,0.041642,0.025709,0.536344,0.006420,0.095738,2.985632,0.741960,1.044805,0.492767,0.487536,0.373143,0.329080,0.274121,0.264308,0.259094,0.274321,0.238267,0.243185,0.012614,0.012817,0.019347,0.017390,0.017461,0.012845,0.011023,0.006715,0.013661,0.015051,0.024445,0.015456,0.008460,no-laugh
0.068831,0.030604,3.005612,0.142800,0.173657,0.462680,0.019698,0.104275,-25.150620,2.491241,-0.309935,-0.154227,-0.292002,0.084587,-0.169924,-0.098571,-0.197592,-0.206455,-0.292523,-0.309320,-0.331312,0.046710,0.008844,0.032534,0.018799,0.016282,0.013941,0.012621,0.005829,0.007096,0.010877,0.025504,0.011539,0.028401,0.072393,0.020347,0.398413,0.070844,0.031949,0.582381,0.012679,0.119129,1.973302,0.964457,0.988735,0.574912,0.440797,0.466589,0.333986,0.357836,0.314291,0.287734,0.265345,0.301870,0.316815,0.051313,0.014893,0.034895,0.023616,0.027420,0.022282,0.017860,0.012159,0.011585,0.017654,0.031930,0.016513,0.015339,no-laugh
0.065363,0.024169,2.972675,0.133426,0.159420,0.516058,0.012102,0.104250,-25.555111,1.821983,-0.320698,-0.274880,-0.223079,-0.089706,-0.054692,-0.151167,-0.154007,-0.009218,-0.079376,0.006796,0.040180,0.013339,0.006177,0.013817,0.011622,0.024902,0.028410,0.022538,0.005456,0.011777,0.017108,0.014949,0.008213,0.019681,0.048421,0.023454,0.410745,0.051843,0.036089,0.480257,0.009603,0.081136,2.697086,0.783467,0.804595,0.448216,0.508779,0.408401,0.330776,0.306195,0.324829,0.287753,0.274445,0.277579,0.278918,0.017674,0.007952,0.016958,0.011796,0.030355,0.034903,0.024188,0.010223,0.016567,0.019418,0.015543,0.010445,0.011504,no-laugh
0.137933,0.009032,3.089693,0.230127,0.226631,1.028727,0.009425,0.209631,-28.127861,0.454950,-1.073081,-0.161290,-0.197424,0.331308,-0.157961,-0.127938,-0.244299,-0.365108,-0.170223,-0.060882,0.129607,0.005072,0.006914,0.013422,0.016876,0.015381,0.014558,0.011592,0.006474,0.005860,0.006024,0.009178,0.004688,0.015006,0.092039,0.011366,0.299292,0.084229,0.032716,0.625409,0.006863,0.166517,2.177026,0.794876,0.622236,0.481158,0.421377,0.378002,0.333477,0.306012,0.261515,0.303010,0.310035,0.325806,0.317933,0.006908,0.009420,0.015500,0.022703,0.020832,0.023852,0.018066,0.011517,0.008733,0.008372,0.013279,0.006098,0.010475,no-laugh
0.059640,0.011378,2.882408,0.130200,0.171234,0.443075,0.012908,0.088225,-28.609820,2.102736,-0.563610,0.039645,-0.186585,0.164765,-0.009754,0.038515,-0.053935,0.039917,-0.080010,-0.021509,-0.139021,0.018776,0.007625,0.024114,0.016242,0.015618,0.013614,0.024769,0.005230,0.008406,0.018498,0.024172,0.010174,0.019408,0.035906,0.016727,0.438386,0.045027,0.036831,0.409526,0.008008,0.062054,2.946001,0.763374,0.875173,0.450702,0.527849,0.338823,0.358779,0.293414,0.304636,0.260208,0.229874,0.246320,0.258859,0.020748,0.010890,0.022329,0.022914,0.016289,0.016716,0.021000,0.008936,0.010918,0.016336,0.025115,0.013410,0.009558,no-laugh
0.129009,0.010574,2.969040,0.207091,0.206143,0.872468,0.013327,0.205981,-27.613620,2.454707,0.464393,0.023358,-0.130751,-0.013144,-0.063532,-0.012096,-0.027540,-0.009676,-0.034823,0.007558,-0.059799,0.028337,0.004780,0.026848,0.012979,0.018532,0.015523,0.025297,0.002625,0.010658,0.016071,0.031430,0.006218,0.023508,0.117076,0.010752,0.351667,0.116377,0.043805,0.842637,0.010934,0.209123,2.144313,1.019891,0.784887,0.479727,0.436609,0.326909,0.309537,0.259848,0.255464,0.197911,0.215996,0.213842,0.217060,0.030711,0.008356,0.025013,0.018094,0.019831,0.021243,0.029856,0.004802,0.015456,0.018404,0.029511,0.007773,0.013695,no-laugh
0.092139,0.006822,2.829605,0.143572,0.147465,0.738068,0.008988,0.142306,-27.763460,1.492621,-0.667231,-0.375846,-0.285320,0.147273,0.052534,-0.087773,0.032279,0.046650,-0.238297,0.075071,-0.113954,0.010309,0.008189,0.018740,0.014801,0.013953,0.011632,0.012836,0.008797,0.010504,0.014663,0.018294,0.010383,0.014191,0.062037,0.013136,0.447098,0.052302,0.029280,0.565974,0.004541,0.110614,2.833344,0.830930,0.908685,0.434019,0.395509,0.393251,0.285339,0.304039,0.234682,0.234355,0.210056,0.225924,0.213867,0.010235,0.010384,0.019600,0.017732,0.016575,0.012748,0.013139,0.016116,0.014489,0.012748,0.019172,0.012632,0.007648,no-laugh
0.125181,0.005523,3.102410,0.210656,0.211654,1.076085,0.006397,0.193006,-27.919163,0.792690,-0.463236,0.178145,-0.273931,0.232188,-0.129399,0.022471,-0.093756,0.030011,-0.045842,0.067360,0.002076,0.009432,0.006721,0.023249,0.011421,0.013091,0.013367,0.032324,0.005080,0.006798,0.010001,0.011768,0.004750,0.016862,0.069724,0.005632,0.215372,0.068332,0.030070,0.511958,0.004232,0.136518,2.395219,0.652482,0.591105,0.324170,0.366883,0.310927,0.265484,0.244919,0.231480,0.205740,0.184778,0.174720,0.197311,0.010596,0.008328,0.019942,0.013907,0.013336,0.017956,0.031848,0.006947,0.008164,0.010150,0.011351,0.005217,0.010551,no-laugh
0.118033,0.007964,3.019958,0.201265,0.199465,1.055523,0.006517,0.174487,-28.134339,0.855026,-0.371211,-0.140478,-0.384367,0.124336,-0.011409,0.028880,0.038015,0.031300,0.020094,0.093915,-0.049836,0.012397,0.007376,0.016163,0.010804,0.016867,0.011612,0.015602,0.004340,0.009355,0.010968,0.013818,0.007339,0.012256,0.054876,0.010477,0.330257,0.059323,0.031979,0.449411,0.004531,0.103061,2.781046,0.617636,0.521348,0.359466,0.324523,0.287405,0.320217,0.241279,0.206172,0.216693,0.223384,0.183344,0.220958,0.013987,0.008509,0.016317,0.012716,0.016088,0.012839,0.013923,0.004508,0.011413,0.011981,0.012350,0.008395,0.006634,no-laugh
0.097033,0.018389,3.184267,0.173878,0.185863,0.907486,0.006886,0.133013,-24.231766,0.748909,-0.613942,-0.136531,-0.280965,0.148252,-0.193766,0.089893,-0.113268,0.004784,-0.122456,0.002393,-0.141557,0.010247,0.010201,0.025362,0.014867,0.013364,0.008047,0.015706,0.005054,0.007628,0.009667,0.016329,0.008504,0.014534,0.029113,0.007233,0.149040,0.034015,0.024317,0.282722,0.004132,0.044733,0.942105,0.560706,0.382512,0.361777,0.256413,0.252527,0.235788,0.195644,0.218852,0.233034,0.232623,0.210216,0.230157,0.010309,0.011496,0.021237,0.015734,0.014756,0.011232,0.009596,0.004947,0.007602,0.008263,0.013443,0.009464,0.006980,no-laugh
0.099459,0.018367,3.205317,0.175643,0.184167,0.897511,0.005259,0.133956,-24.540238,0.391171,-1.058777,-0.133584,-0.099693,0.052545,0.063091,0.062358,-0.079405,-0.041242,0.043902,0.065882,-0.011022,0.007053,0.006636,0.017838,0.009027,0.011324,0.008324,0.019645,0.009351,0.006582,0.010105,0.014068,0.007052,0.011203,0.022806,0.013300,0.088874,0.027761,0.019874,0.245969,0.002513,0.038498,0.800277,0.514801,0.335675,0.279848,0.299077,0.229815,0.242973,0.261917,0.208791,0.212402,0.213500,0.205489,0.198318,0.006161,0.006051,0.012369,0.008789,0.009026,0.008583,0.015186,0.012073,0.005048,0.007472,0.009580,0.007434,0.005079,no-laugh
0.101060,0.017724,3.145004,0.185078,0.192441,0.973866,0.006487,0.161912,-24.908554,0.859339,-0.436943,-0.085020,-0.317383,0.274194,-0.119095,0.006449,0.013063,0.009785,-0.175287,-0.011183,-0.246413,0.017849,0.006247,0.020570,0.009347,0.016111,0.006144,0.015143,0.005673,0.006917,0.013886,0.018416,0.013290,0.015930,0.052878,0.012817,0.201788,0.051446,0.027635,0.424790,0.003866,0.093508,1.300627,0.663581,0.493733,0.412149,0.353015,0.318145,0.267274,0.261361,0.208466,0.257790,0.257887,0.266054,0.255557,0.019080,0.008275,0.018979,0.012849,0.014586,0.006660,0.014590,0.007659,0.008940,0.011693,0.017185,0.016030,0.008446,no-laugh
0.134525,0.010795,3.069331,0.220748,0.198415,1.019228,0.007288,0.202481,-26.419533,1.110334,-0.180435,0.117739,0.048621,0.157226,-0.067759,-0.053760,-0.118600,-0.120065,-0.186542,-0.124031,-0.164798,0.025496,0.005059,0.030840,0.012367,0.012547,0.007907,0.012162,0.005229,0.005714,0.012010,0.019825,0.006479,0.017604,0.099962,0.006944,0.274321,0.090064,0.026483,0.598405,0.004987,0.157904,1.841905,0.806090,0.663749,0.449286,0.303115,0.322105,0.286492,0.249682,0.259050,0.223739,0.242905,0.233669,0.285137,0.032490,0.005794,0.035707,0.017502,0.010248,0.013061,0.012652,0.007954,0.008291,0.013739,0.019490,0.009166,0.011861,no-laugh
0.056557,0.015726,3.015293,0.115948,0.147001,0.460854,0.021747,0.076844,-30.973541,1.680297,-0.143187,-0.059133,-0.065180,0.015330,-0.046409,-0.052890,-0.051559,-0.059192,-0.177328,-0.094706,-0.199596,0.028019,0.005293,0.051455,0.011099,0.013276,0.006813,0.017543,0.004470,0.009482,0.017008,0.020564,0.006023,0.027197,0.046030,0.017926,0.359788,0.047869,0.037925,0.335531,0.043648,0.072615,3.825370,0.793883,0.581670,0.403151,0.360677,0.324402,0.259558,0.239974,0.220705,0.229058,0.246346,0.236084,0.285379,0.040695,0.006660,0.035649,0.016406,0.019664,0.008125,0.022493,0.006153,0.012764,0.020038,0.025908,0.007404,0.011594,no-laugh
0.092936,0.016203,2.930585,0.153645,0.165550,0.756488,0.014181,0.130569,-26.289703,1.632663,-0.331864,-0.007648,-0.552056,0.230634,-0.062415,0.017697,-0.046018,0.052059,-0.048403,0.028474,-0.008585,0.012271,0.006604,0.018736,0.012529,0.020245,0.016614,0.019220,0.004887,0.008790,0.013332,0.015117,0.009243,0.015408,0.055061,0.017392,0.385946,0.056521,0.033669,0.498785,0.009692,0.092862,2.277534,0.946093,0.747160,0.373730,0.394330,0.275950,0.286644,0.271386,0.269843,0.225148,0.228952,0.219973,0.197059,0.012060,0.007526,0.020131,0.016021,0.022044,0.023166,0.017022,0.006951,0.011665,0.014347,0.015844,0.012237,0.008636,no-laugh
0.104425,0.017780,3.046611,0.173621,0.174217,0.975202,0.007839,0.155019,-25.685529,0.786232,-0.293034,-0.079250,-0.443554,0.072454,-0.080708,-0.130497,-0.021121,-0.018974,-0.027494,0.052956,-0.000977,0.010994,0.007208,0.012703,0.011663,0.017591,0.012240,0.018765,0.005063,0.010586,0.011507,0.012002,0.006902,0.013397,0.057022,0.015963,0.284006,0.054173,0.028968,0.421514,0.004512,0.087818,2.377556,0.506957,0.514314,0.385620,0.390414,0.319600,0.277541,0.295037,0.243899,0.238795,0.248508,0.196512,0.241316,0.012201,0.009241,0.015210,0.013651,0.018553,0.012861,0.021710,0.006075,0.012706,0.011053,0.012901,0.007409,0.007809,no-laugh
0.124071,0.005280,3.107663,0.229090,0.241903,1.036460,0.005741,0.188012,-29.812857,0.849354,-0.691389,0.273741,0.073439,0.334579,-0.110644,0.035813,0.028300,-0.097571,-0.094675,-0.072292,-0.179996,0.019578,0.010107,0.021020,0.010641,0.014368,0.007498,0.019860,0.006073,0.008888,0.011160,0.015561,0.006134,0.014584,0.065374,0.008371,0.218542,0.066462,0.031572,0.516985,0.004149,0.131708,2.526034,0.704078,0.566187,0.464904,0.368888,0.278628,0.309003,0.261821,0.238472,0.257343,0.272432,0.248884,0.227894,0.020626,0.012788,0.020545,0.013444,0.012829,0.008894,0.015744,0.007540,0.012920,0.008681,0.012849,0.005876,0.008612,no-laugh
0.084300,0.011116,2.977718,0.168206,0.202898,0.582805,0.010073,0.129312,-27.470865,2.517008,0.243417,0.224929,-0.162937,0.106829,-0.037123,-0.048684,-0.050030,0.103059,-0.005017,0.051861,0.031032,0.021466,0.004079,0.041517,0.016770,0.024557,0.015997,0.024478,0.003128,0.011225,0.014758,0.034962,0.006113,0.022828,0.086601,0.013530,0.303831,0.094117,0.042550,0.723996,0.007128,0.177070,2.861080,0.852837,0.672342,0.483576,0.417241,0.344136,0.313090,0.292683,0.255304,0.218493,0.210862,0.197467,0.174536,0.022768,0.004746,0.029191,0.023080,0.021844,0.019531,0.021738,0.004337,0.012386,0.014842,0.035375,0.008063,0.011664,no-laugh
0.091845,0.005717,2.882366,0.149454,0.152946,0.805781,0.010504,0.153669,-27.494541,1.550662,-0.397394,-0.541609,-0.479237,0.046751,-0.140842,0.055023,0.029844,0.054852,-0.167011,-0.070382,-0.137441,0.016592,0.012226,0.018464,0.012882,0.014167,0.011954,0.014139,0.006479,0.009765,0.015901,0.016779,0.013142,0.016811,0.053388,0.009356,0.375412,0.045856,0.026870,0.530697,0.006750,0.102174,2.504650,0.703631,0.950112,0.510485,0.483467,0.361823,0.325605,0.276399,0.261237,0.269302,0.250122,0.269663,0.249224,0.018801,0.018429,0.021453,0.015384,0.017230,0.017607,0.017182,0.011214,0.011382,0.016667,0.018781,0.019402,0.010173,no-laugh
0.104084,0.016574,2.999323,0.188758,0.204023,0.756753,0.012568,0.162656,-25.653998,1.841878,-0.256497,-0.037425,-0.477831,0.182402,-0.083652,-0.026889,-0.045218,-0.097450,-0.211077,0.012786,-0.093295,0.015875,0.008969,0.019916,0.020920,0.019253,0.013491,0.018642,0.003092,0.008803,0.015733,0.016132,0.008912,0.019524,0.107336,0.017556,0.330048,0.102369,0.039340,0.805986,0.008433,0.203471,2.224413,0.988816,0.851212,0.430556,0.426846,0.398715,0.373509,0.294173,0.293959,0.292490,0.324713,0.336905,0.271990,0.022804,0.013029,0.021715,0.028607,0.025468,0.018615,0.023470,0.005054,0.013410,0.017348,0.019281,0.013911,0.011387,no-laugh
0.063499,0.006417,2.915060,0.138086,0.175674,0.484206,0.013091,0.089219,-29.323199,2.004732,-0.263231,-0.111599,-0.307710,0.114702,-0.079218,0.014468,0.034386,0.017674,-0.162161,-0.044913,-0.142375,0.020587,0.009162,0.020264,0.012243,0.015004,0.007931,0.018045,0.003465,0.010883,0.026597,0.033014,0.012422,0.020889,0.037086,0.010305,0.440159,0.051466,0.038916,0.434631,0.008766,0.068415,3.508961,0.877499,0.838190,0.519958,0.511707,0.324883,0.292780,0.298355,0.307636,0.288754,0.258652,0.248243,0.268204,0.023358,0.012897,0.021787,0.018541,0.018927,0.009467,0.017366,0.005229,0.015420,0.025782,0.030574,0.017466,0.010154,no-laugh
0.085991,0.012719,2.859087,0.163168,0.175848,0.733184,0.017324,0.142894,-27.653182,1.162986,-0.585334,-0.449104,-0.422323,-0.076666,-0.352107,-0.389753,-0.192247,-0.033034,0.215330,0.179986,0.020377,0.006413,0.004360,0.013502,0.008554,0.014831,0.023840,0.029609,0.011600,0.019731,0.012629,0.014902,0.007470,0.024721,0.077525,0.017644,0.499750,0.074511,0.045082,0.584319,0.012291,0.139813,3.181985,0.951793,0.856167,0.640867,0.399731,0.502763,0.425563,0.363248,0.401008,0.452350,0.359669,0.363160,0.291823,0.009062,0.006923,0.021728,0.016231,0.031038,0.034393,0.041917,0.020039,0.027009,0.018445,0.024018,0.012186,0.015736,no-laugh
0.122739,0.004895,2.870932,0.192159,0.181552,1.103987,0.007037,0.200394,-27.312364,1.436953,0.495009,0.090122,-0.209294,0.153576,-0.216695,-0.096557,-0.050407,0.038420,0.010705,0.105580,-0.012334,0.016892,0.004396,0.029240,0.015588,0.019271,0.012492,0.020566,0.002752,0.009110,0.012544,0.018987,0.006575,0.015511,0.064444,0.004917,0.427368,0.065338,0.030581,0.566618,0.003800,0.126613,2.202660,0.892207,0.585057,0.368798,0.349778,0.306553,0.274455,0.279853,0.227427,0.196878,0.178193,0.193739,0.186586,0.018347,0.004345,0.029103,0.019065,0.017550,0.014106,0.017400,0.003456,0.008916,0.011676,0.017257,0.007363,0.009276,no-laugh
0.078283,0.022446,3.042696,0.142319,0.154598,0.616154,0.011665,0.127981,-25.596778,1.804703,-0.012827,-0.190666,-0.315556,-0.109782,-0.081948,-0.130423,-0.093490,-0.004250,-0.037825,0.041361,0.024339,0.015721,0.005864,0.015026,0.015810,0.027553,0.022713,0.022671,0.004031,0.012314,0.016526,0.015468,0.010275,0.021676,0.074135,0.019925,0.296408,0.071421,0.035384,0.517567,0.007249,0.116733,2.958314,0.718845,0.852757,0.529230,0.480099,0.383631,0.359863,0.326700,0.350385,0.326968,0.265164,0.259712,0.252597,0.019679,0.008039,0.017915,0.021413,0.037182,0.027770,0.023873,0.007192,0.018178,0.021276,0.019025,0.014283,0.011719,no-laugh
0.147314,0.005980,3.091550,0.242032,0.233970,1.184599,0.007176,0.239694,-28.953645,0.452026,-0.970246,0.060139,-0.181133,0.297492,-0.299529,-0.134165,-0.157132,-0.451543,-0.300330,-0.072066,0.131814,0.010212,0.005184,0.014046,0.017465,0.021999,0.011622,0.009323,0.006436,0.005002,0.006628,0.006675,0.011220,0.014776,0.083462,0.008764,0.275677,0.079499,0.034535,0.604167,0.005620,0.155560,2.395734,0.837954,0.527868,0.543477,0.320397,0.307040,0.293877,0.292344,0.293617,0.273935,0.285483,0.314577,0.299432,0.011740,0.004800,0.017278,0.021335,0.030278,0.018423,0.011716,0.009234,0.005832,0.008831,0.006353,0.019025,0.011275,no-laugh
0.088558,0.017656,3.056677,0.171741,0.198082,0.577454,0.014694,0.143300,-27.381593,2.733017,0.392138,0.056518,-0.179230,-0.044622,-0.196255,-0.053288,-0.194241,0.021142,0.015310,0.095854,0.065445,0.009989,0.003309,0.023508,0.025934,0.041169,0.025944,0.034802,0.003793,0.011321,0.016460,0.017161,0.003466,0.029408,0.093406,0.017861,0.295079,0.100524,0.049953,0.661105,0.011796,0.178282,2.914843,0.916961,0.823548,0.383995,0.423171,0.311925,0.316785,0.274948,0.289116,0.231215,0.210256,0.178867,0.207451,0.012215,0.004820,0.022689,0.027178,0.039511,0.034464,0.038026,0.007555,0.014056,0.017413,0.017266,0.003990,0.015932,no-laugh
